,Series Code,Country Name,Country Code,Year,GDP
1945,NY.GDP.MKTP.CD,Mauritius,MUS,1969,NA
1946,NY.GDP.MKTP.CD,Mexico,MEX,1969,3.25E+10
1947,NY.GDP.MKTP.CD,Moldova,MDA,1969,NA
1948,NY.GDP.MKTP.CD,Monaco,MCO,1969,NA
1949,NY.GDP.MKTP.CD,Mongolia,MNG,1969,NA
1950,NY.GDP.MKTP.CD,Morocco,MAR,1969,3651615453
1951,NY.GDP.MKTP.CD,Mozambique,MOZ,1969,NA
1952,NY.GDP.MKTP.CD,Namibia,NAM,1969,NA
1953,NY.GDP.MKTP.CD,Nepal,NPL,1969,788641965.4
1954,NY.GDP.MKTP.CD,Netherlands,NLD,1969,31503868835
1955,NY.GDP.MKTP.CD,New Caledonia,NCL,1969,263108834.5
1956,NY.GDP.MKTP.CD,New Zealand,NZL,1969,5761588762
1957,NY.GDP.MKTP.CD,Nicaragua,NIC,1969,NA
1958,NY.GDP.MKTP.CD,Niger,NER,1969,625867922.7
1959,NY.GDP.MKTP.CD,Nigeria,NGA,1969,6634187316
1960,NY.GDP.MKTP.CD,Norway,NOR,1969,11063065083
1961,NY.GDP.MKTP.CD,Oman,OMN,1969,239980801.5
1962,NY.GDP.MKTP.CD,Pakistan,PAK,1969,8632927257
1963,NY.GDP.MKTP.CD,Panama,PAN,1969,1221305700
1964,NY.GDP.MKTP.CD,Papua New Guinea,PNG,1969,551237316.6
1965,NY.GDP.MKTP.CD,Paraguay,PRY,1969,512728946
1966,NY.GDP.MKTP.CD,Peru,PER,1969,6420909790
1967,NY.GDP.MKTP.CD,Philippines,PHL,1969,8408229699
1968,NY.GDP.MKTP.CD,Poland,POL,1969,NA
1969,NY.GDP.MKTP.CD,Portugal,PRT,1969,6969025826
1970,NY.GDP.MKTP.CD,Puerto Rico,PRI,1969,4460700000
1971,NY.GDP.MKTP.CD,Qatar,QAT,1969,NA
1972,NY.GDP.MKTP.CD,Romania,ROU,1969,NA
1973,NY.GDP.MKTP.CD,Russian Federation,RUS,1969,NA
1974,NY.GDP.MKTP.CD,Rwanda,RWA,1969,188700037
1975,NY.GDP.MKTP.CD,Samoa,WSM,1969,NA
1976,NY.GDP.MKTP.CD,Saudi Arabia,SAU,1969,4485777644
1977,NY.GDP.MKTP.CD,Senegal,SEN,1969,983621024.1
1978,NY.GDP.MKTP.CD,Serbia,SRB,1969,NA
1979,NY.GDP.MKTP.CD,Seychelles,SYC,1969,16452027.99
1980,NY.GDP.MKTP.CD,Sierra Leone,SLE,1969,408690163.5
1981,NY.GDP.MKTP.CD,Singapore,SGP,1969,1659055272
1982,NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1969,NA
1983,NY.GDP.MKTP.CD,Slovak Republic,SVK,1969,NA
1984,NY.GDP.MKTP.CD,Slovenia,SVN,1969,NA
1985,NY.GDP.MKTP.CD,Solomon Islands,SLB,1969,28606411.4
1986,NY.GDP.MKTP.CD,South Africa,ZAF,1969,16780064399
1987,NY.GDP.MKTP.CD,Spain,ESP,1969,36038711600
1988,NY.GDP.MKTP.CD,Sri Lanka,LKA,1969,1965546218
1989,NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1969,15850000
1990,NY.GDP.MKTP.CD,St. Lucia,LCA,1969,NA
1991,NY.GDP.MKTP.CD,St. Martin (French part),MAF,1969,NA
1992,NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1969,16650000
1993,NY.GDP.MKTP.CD,Sudan,SDN,1969,2144333333
1994,NY.GDP.MKTP.CD,Suriname,SUR,1969,233450000
1995,NY.GDP.MKTP.CD,Sweden,SWE,1969,31649203886
1996,NY.GDP.MKTP.CD,Switzerland,CHE,1969,20524886616
1997,NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1969,2245011572
1998,NY.GDP.MKTP.CD,Tajikistan,TJK,1969,NA
1999,NY.GDP.MKTP.CD,Tanzania,TZA,1969,NA
2000,NY.GDP.MKTP.CD,Thailand,THA,1969,6695336567
2001,NY.GDP.MKTP.CD,Togo,TGO,1969,267732446.4
2002,NY.GDP.MKTP.CD,Tonga,TON,1969,NA
2003,NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1969,779200000
2004,NY.GDP.MKTP.CD,Tunisia,TUN,1969,1289904762
2005,NY.GDP.MKTP.CD,Turkey,TUR,1969,19466666667
2006,NY.GDP.MKTP.CD,Turkmenistan,TKM,1969,NA
2007,NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1969,NA
2008,NY.GDP.MKTP.CD,Tuvalu,TUV,1969,NA
2009,NY.GDP.MKTP.CD,Uganda,UGA,1969,1169047619
2010,NY.GDP.MKTP.CD,Ukraine,UKR,1969,NA
2011,NY.GDP.MKTP.CD,United Arab Emirates,ARE,1969,NA
2012,NY.GDP.MKTP.CD,United Kingdom,GBR,1969,1.13E+11
2013,NY.GDP.MKTP.CD,United States,USA,1969,1.02E+12
2014,NY.GDP.MKTP.CD,Uruguay,URY,1969,2004435484
2015,NY.GDP.MKTP.CD,Uzbekistan,UZB,1969,NA
2016,NY.GDP.MKTP.CD,Vanuatu,VUT,1969,NA
2017,NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1969,11795044444
2018,NY.GDP.MKTP.CD,Vietnam,VNM,1969,NA
2019,NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1969,211300000
2020,NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1969,NA
2021,NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1969,NA
2022,NY.GDP.MKTP.CD,Zambia,ZMB,1969,1965714286
2023,NY.GDP.MKTP.CD,Zimbabwe,ZWE,1969,1747998800
2024,NY.GDP.MKTP.CD,Arab World,ARB,1969,28425351599
2025,NY.GDP.MKTP.CD,Caribbean small states,CSS,1969,3385419584
2026,NY.GDP.MKTP.CD,North America,NAC,1969,1.10E+12
2027,NY.GDP.MKTP.CD,Not classified,INX,1969,NA
2028,NY.GDP.MKTP.CD,Other small states,OSS,1969,NA
2029,NY.GDP.MKTP.CD,Pacific island small states,PSS,1969,NA
2030,NY.GDP.MKTP.CD,Small states,SST,1969,NA
2031,NY.GDP.MKTP.CD,Afghanistan,AFG,1970,1748886596
2032,NY.GDP.MKTP.CD,Albania,ALB,1970,NA
2033,NY.GDP.MKTP.CD,Algeria,DZA,1970,4863487493
2034,NY.GDP.MKTP.CD,Andorra,AND,1970,78619206.09
2035,NY.GDP.MKTP.CD,Angola,AGO,1970,NA
2036,NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1970,NA
2037,NY.GDP.MKTP.CD,Argentina,ARG,1970,31584210366
2038,NY.GDP.MKTP.CD,Armenia,ARM,1970,NA
2039,NY.GDP.MKTP.CD,Australia,AUS,1970,41261059469
2040,NY.GDP.MKTP.CD,Austria,AUT,1970,15373005769
2041,NY.GDP.MKTP.CD,Azerbaijan,AZE,1970,NA
2042,NY.GDP.MKTP.CD,"Bahamas, The",BHS,1970,538423153.7
2043,NY.GDP.MKTP.CD,Bahrain,BHR,1970,NA
2044,NY.GDP.MKTP.CD,Bangladesh,BGD,1970,8992721809
2045,NY.GDP.MKTP.CD,Barbados,BRB,1970,NA
2046,NY.GDP.MKTP.CD,Belarus,BLR,1970,NA
2047,NY.GDP.MKTP.CD,Belgium,BEL,1970,26849148286
2048,NY.GDP.MKTP.CD,Belize,BLZ,1970,53233532.93
2049,NY.GDP.MKTP.CD,Benin,BEN,1970,333627758.2
2050,NY.GDP.MKTP.CD,Bermuda,BMU,1970,186300000
2051,NY.GDP.MKTP.CD,Bhutan,BTN,1970,NA
2052,NY.GDP.MKTP.CD,Bolivia,BOL,1970,1017171717
2053,NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1970,NA
2054,NY.GDP.MKTP.CD,Botswana,BWA,1970,96245114.46
2055,NY.GDP.MKTP.CD,Brazil,BRA,1970,42327600098
2056,NY.GDP.MKTP.CD,British Virgin Islands,VGB,1970,NA
2057,NY.GDP.MKTP.CD,Brunei Darussalam,BRN,1970,179080099.3
2058,NY.GDP.MKTP.CD,Bulgaria,BGR,1970,NA
2059,NY.GDP.MKTP.CD,Burkina Faso,BFA,1970,458404330.1
2060,NY.GDP.MKTP.CD,Burundi,BDI,1970,242732571.4
2061,NY.GDP.MKTP.CD,Cabo Verde,CPV,1970,NA
2062,NY.GDP.MKTP.CD,Cambodia,KHM,1970,718401157.7
2063,NY.GDP.MKTP.CD,Cameroon,CMR,1970,1160002261
2064,NY.GDP.MKTP.CD,Canada,CAN,1970,87896095224
2065,NY.GDP.MKTP.CD,Chad,TCD,1970,469266736.6
2066,NY.GDP.MKTP.CD,Chile,CHL,1970,9126309735
2067,NY.GDP.MKTP.CD,China,CHN,1970,92602973434
2068,NY.GDP.MKTP.CD,Colombia,COL,1970,7198360460
2069,NY.GDP.MKTP.CD,Comoros,COM,1970,NA
2070,NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,1970,4877684910
2071,NY.GDP.MKTP.CD,"Congo, Rep.",COG,1970,274960699.9
2072,NY.GDP.MKTP.CD,Costa Rica,CRI,1970,984830158.5
2073,NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,1970,1455482990
2074,NY.GDP.MKTP.CD,Croatia,HRV,1970,NA
2075,NY.GDP.MKTP.CD,Cuba,CUB,1970,5693005200
2076,NY.GDP.MKTP.CD,Curacao,CUW,1970,NA
2077,NY.GDP.MKTP.CD,Cyprus,CYP,1970,NA
2078,NY.GDP.MKTP.CD,Czech Republic,CZE,1970,NA
2079,NY.GDP.MKTP.CD,Denmark,DNK,1970,17075466667
2080,NY.GDP.MKTP.CD,Djibouti,DJI,1970,NA
2081,NY.GDP.MKTP.CD,Dominica,DMA,1970,NA
2082,NY.GDP.MKTP.CD,Dominican Republic,DOM,1970,1485400100
2083,NY.GDP.MKTP.CD,Ecuador,ECU,1970,2862504170
2084,NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1970,7682491836
2085,NY.GDP.MKTP.CD,El Salvador,SLV,1970,1132920000
2086,NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1970,66331428.57
2087,NY.GDP.MKTP.CD,Eritrea,ERI,1970,NA
2088,NY.GDP.MKTP.CD,Estonia,EST,1970,NA
2089,NY.GDP.MKTP.CD,Eswatini,SWZ,1970,112137757.2
2090,NY.GDP.MKTP.CD,Ethiopia,ETH,1970,NA
2091,NY.GDP.MKTP.CD,Fiji,FJI,1970,219878482.2
2092,NY.GDP.MKTP.CD,Finland,FIN,1970,11365953567
2093,NY.GDP.MKTP.CD,France,FRA,1970,1.48E+11
2094,NY.GDP.MKTP.CD,French Polynesia,PYF,1970,254035999.2
2095,NY.GDP.MKTP.CD,Gabon,GAB,1970,323802475.5
2096,NY.GDP.MKTP.CD,"Gambia, The",GMB,1970,52296836.75
2097,NY.GDP.MKTP.CD,Georgia,GEO,1970,NA
2098,NY.GDP.MKTP.CD,Germany,DEU,1970,2.15E+11
2099,NY.GDP.MKTP.CD,Ghana,GHA,1970,2215029450
2100,NY.GDP.MKTP.CD,Gibraltar,GIB,1970,NA
2101,NY.GDP.MKTP.CD,Greece,GRC,1970,13139862500
2102,NY.GDP.MKTP.CD,Greenland,GRL,1970,69520026.67
2103,NY.GDP.MKTP.CD,Grenada,GRD,1970,NA
2104,NY.GDP.MKTP.CD,Guatemala,GTM,1970,1.90E+09
2105,NY.GDP.MKTP.CD,Guinea,GIN,1970,NA
2106,NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1970,78733594.84
2107,NY.GDP.MKTP.CD,Guyana,GUY,1970,267800000
2108,NY.GDP.MKTP.CD,Haiti,HTI,1970,NA
2109,NY.GDP.MKTP.CD,Honduras,HND,1970,7.23E+08
2110,NY.GDP.MKTP.CD,Hungary,HUN,1970,NA
2111,NY.GDP.MKTP.CD,Iceland,ISL,1970,518902045.5
2112,NY.GDP.MKTP.CD,India,IND,1970,61589800520
2113,NY.GDP.MKTP.CD,Indonesia,IDN,1970,9150684932
2114,NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1970,10976245154
2115,NY.GDP.MKTP.CD,Iraq,IRQ,1970,3281713806
2116,NY.GDP.MKTP.CD,Ireland,IRL,1970,4401259686
2117,NY.GDP.MKTP.CD,Isle of Man,IMN,1970,NA
2118,NY.GDP.MKTP.CD,Israel,ISR,1970,7045666667
2119,NY.GDP.MKTP.CD,Italy,ITA,1970,1.13E+11
2120,NY.GDP.MKTP.CD,Jamaica,JAM,1970,1404776071
2121,NY.GDP.MKTP.CD,Japan,JPN,1970,2.13E+11
2122,NY.GDP.MKTP.CD,Jordan,JOR,1970,639596751.6
2123,NY.GDP.MKTP.CD,Kazakhstan,KAZ,1970,NA
2124,NY.GDP.MKTP.CD,Kenya,KEN,1970,1603447357
2125,NY.GDP.MKTP.CD,Kiribati,KIR,1970,14295279.54
2126,NY.GDP.MKTP.CD,"Korea, Dem. PeopleŠ—Ès Rep.",PRK,1970,NA
2127,NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1970,8999227202
2128,NY.GDP.MKTP.CD,Kuwait,KWT,1970,2873984878
2129,NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1970,NA
2130,NY.GDP.MKTP.CD,Lao PDR,LAO,1970,NA
2131,NY.GDP.MKTP.CD,Latvia,LVA,1970,NA
2132,NY.GDP.MKTP.CD,Lebanon,LBN,1970,NA
2133,NY.GDP.MKTP.CD,Lesotho,LSO,1970,68738625.23
2134,NY.GDP.MKTP.CD,Liberia,LBR,1970,323099700
2135,NY.GDP.MKTP.CD,Libya,LBY,1970,NA
2136,NY.GDP.MKTP.CD,Liechtenstein,LIE,1970,90098330.67
2137,NY.GDP.MKTP.CD,Lithuania,LTU,1970,NA
2138,NY.GDP.MKTP.CD,"Macao SAR, China",MAC,1970,NA
2139,NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,1970,NA
2140,NY.GDP.MKTP.CD,Madagascar,MDG,1970,1111859570
2141,NY.GDP.MKTP.CD,Malawi,MWI,1970,290531621.3
2142,NY.GDP.MKTP.CD,Malaysia,MYS,1970,3864170913
2143,NY.GDP.MKTP.CD,Maldives,MDV,1970,NA
2144,NY.GDP.MKTP.CD,Mali,MLI,1970,359772363.3
2145,NY.GDP.MKTP.CD,Malta,MLT,1970,250721821.6
2146,NY.GDP.MKTP.CD,Marshall Islands,MHL,1970,NA
2147,NY.GDP.MKTP.CD,Mauritania,MRT,1970,209348253.6
2148,NY.GDP.MKTP.CD,Mauritius,MUS,1970,NA
2149,NY.GDP.MKTP.CD,Mexico,MEX,1970,3.55E+10
2150,NY.GDP.MKTP.CD,Moldova,MDA,1970,NA
2151,NY.GDP.MKTP.CD,Monaco,MCO,1970,293073868
2152,NY.GDP.MKTP.CD,Mongolia,MNG,1970,NA
2153,NY.GDP.MKTP.CD,Morocco,MAR,1970,3956328426
2154,NY.GDP.MKTP.CD,Mozambique,MOZ,1970,NA
2155,NY.GDP.MKTP.CD,Namibia,NAM,1970,NA
2156,NY.GDP.MKTP.CD,Nepal,NPL,1970,865975308.6
2157,NY.GDP.MKTP.CD,Netherlands,NLD,1970,37677621538
2158,NY.GDP.MKTP.CD,New Caledonia,NCL,1970,358815681.9
2159,NY.GDP.MKTP.CD,New Zealand,NZL,1970,6623527495
2160,NY.GDP.MKTP.CD,Nicaragua,NIC,1970,NA
2161,NY.GDP.MKTP.CD,Niger,NER,1970,649916708.2
2162,NY.GDP.MKTP.CD,Nigeria,NGA,1970,12545849083
2163,NY.GDP.MKTP.CD,Norway,NOR,1970,12814123115
2164,NY.GDP.MKTP.CD,Oman,OMN,1970,256299496
2165,NY.GDP.MKTP.CD,Pakistan,PAK,1970,10027088849
2166,NY.GDP.MKTP.CD,Panama,PAN,1970,1351006400
2167,NY.GDP.MKTP.CD,Papua New Guinea,PNG,1970,645537126.2
2168,NY.GDP.MKTP.CD,Paraguay,PRY,1970,548758098.4
2169,NY.GDP.MKTP.CD,Peru,PER,1970,7432223177
2170,NY.GDP.MKTP.CD,Philippines,PHL,1970,6687204834
2171,NY.GDP.MKTP.CD,Poland,POL,1970,NA
2172,NY.GDP.MKTP.CD,Portugal,PRT,1970,8109032775
2173,NY.GDP.MKTP.CD,Puerto Rico,PRI,1970,5034700000
2174,NY.GDP.MKTP.CD,Qatar,QAT,1970,301791301.8
2175,NY.GDP.MKTP.CD,Romania,ROU,1970,NA
2176,NY.GDP.MKTP.CD,Russian Federation,RUS,1970,NA
2177,NY.GDP.MKTP.CD,Rwanda,RWA,1970,219900006
2178,NY.GDP.MKTP.CD,Samoa,WSM,1970,NA
2179,NY.GDP.MKTP.CD,Saudi Arabia,SAU,1970,5377333333
2180,NY.GDP.MKTP.CD,Senegal,SEN,1970,1024832915
2181,NY.GDP.MKTP.CD,Serbia,SRB,1970,NA
2182,NY.GDP.MKTP.CD,Seychelles,SYC,1970,18432031.36
2183,NY.GDP.MKTP.CD,Sierra Leone,SLE,1970,434410373.8
2184,NY.GDP.MKTP.CD,Singapore,SGP,1970,1919508689
2185,NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1970,NA
2186,NY.GDP.MKTP.CD,Slovak Republic,SVK,1970,NA
2187,NY.GDP.MKTP.CD,Slovenia,SVN,1970,NA
2188,NY.GDP.MKTP.CD,Solomon Islands,SLB,1970,NA
2189,NY.GDP.MKTP.CD,South Africa,ZAF,1970,18418031639
2190,NY.GDP.MKTP.CD,Spain,ESP,1970,40881655099
2191,NY.GDP.MKTP.CD,Sri Lanka,LKA,1970,2296470588
2192,NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1970,16300000
2193,NY.GDP.MKTP.CD,St. Lucia,LCA,1970,NA
2194,NY.GDP.MKTP.CD,St. Martin (French part),MAF,1970,NA
2195,NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1970,18450000
2196,NY.GDP.MKTP.CD,Sudan,SDN,1970,2437666667
2197,NY.GDP.MKTP.CD,Suriname,SUR,1970,247150000
2198,NY.GDP.MKTP.CD,Sweden,SWE,1970,37555366021
2199,NY.GDP.MKTP.CD,Switzerland,CHE,1970,NA
2200,NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1970,2140383696
2201,NY.GDP.MKTP.CD,Tajikistan,TJK,1970,NA
2202,NY.GDP.MKTP.CD,Tanzania,TZA,1970,NA
2203,NY.GDP.MKTP.CD,Thailand,THA,1970,7086538438
2204,NY.GDP.MKTP.CD,Togo,TGO,1970,253976626.2
2205,NY.GDP.MKTP.CD,Tonga,TON,1970,NA
2206,NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1970,821850000
2207,NY.GDP.MKTP.CD,Tunisia,TUN,1970,1439238095
2208,NY.GDP.MKTP.CD,Turkey,TUR,1970,17086956522
2209,NY.GDP.MKTP.CD,Turkmenistan,TKM,1970,NA
2210,NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1970,NA
2211,NY.GDP.MKTP.CD,Tuvalu,TUV,1970,NA
2212,NY.GDP.MKTP.CD,Uganda,UGA,1970,1260084034
2213,NY.GDP.MKTP.CD,Ukraine,UKR,1970,NA
2214,NY.GDP.MKTP.CD,United Arab Emirates,ARE,1970,NA
2215,NY.GDP.MKTP.CD,United Kingdom,GBR,1970,1.31E+11
2216,NY.GDP.MKTP.CD,United States,USA,1970,1.08E+12
2217,NY.GDP.MKTP.CD,Uruguay,URY,1970,2137096774
2218,NY.GDP.MKTP.CD,Uzbekistan,UZB,1970,NA
2219,NY.GDP.MKTP.CD,Vanuatu,VUT,1970,NA
2220,NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1970,12848755556
2221,NY.GDP.MKTP.CD,Vietnam,VNM,1970,NA
2222,NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1970,2.19E+08
2223,NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1970,NA
2224,NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1970,NA
2225,NY.GDP.MKTP.CD,Zambia,ZMB,1970,1825285714
2226,NY.GDP.MKTP.CD,Zimbabwe,ZWE,1970,1884206300
2227,NY.GDP.MKTP.CD,Arab World,ARB,1970,31375728863
2228,NY.GDP.MKTP.CD,Caribbean small states,CSS,1970,3724718470
2229,NY.GDP.MKTP.CD,North America,NAC,1970,1.16E+12
2230,NY.GDP.MKTP.CD,Not classified,INX,1970,NA
2231,NY.GDP.MKTP.CD,Other small states,OSS,1970,NA
2232,NY.GDP.MKTP.CD,Pacific island small states,PSS,1970,NA
2233,NY.GDP.MKTP.CD,Small states,SST,1970,7879869499
2234,NY.GDP.MKTP.CD,Afghanistan,AFG,1971,1831108971
2235,NY.GDP.MKTP.CD,Albania,ALB,1971,NA
2236,NY.GDP.MKTP.CD,Algeria,DZA,1971,5077222367
2237,NY.GDP.MKTP.CD,Andorra,AND,1971,89409820.36
2238,NY.GDP.MKTP.CD,Angola,AGO,1971,NA
2239,NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1971,NA
2240,NY.GDP.MKTP.CD,Argentina,ARG,1971,33293199095
2241,NY.GDP.MKTP.CD,Armenia,ARM,1971,NA
2242,NY.GDP.MKTP.CD,Australia,AUS,1971,45138313361
2243,NY.GDP.MKTP.CD,Austria,AUT,1971,17858485957
2244,NY.GDP.MKTP.CD,Azerbaijan,AZE,1971,NA
2245,NY.GDP.MKTP.CD,"Bahamas, The",BHS,1971,573400000
2246,NY.GDP.MKTP.CD,Bahrain,BHR,1971,NA
2247,NY.GDP.MKTP.CD,Bangladesh,BGD,1971,8751842840
2248,NY.GDP.MKTP.CD,Barbados,BRB,1971,NA
2249,NY.GDP.MKTP.CD,Belarus,BLR,1971,NA
2250,NY.GDP.MKTP.CD,Belgium,BEL,1971,29981290025
2251,NY.GDP.MKTP.CD,Belize,BLZ,1971,59207317.07
2252,NY.GDP.MKTP.CD,Benin,BEN,1971,335072975.2
2253,NY.GDP.MKTP.CD,Bermuda,BMU,1971,211100000
2254,NY.GDP.MKTP.CD,Bhutan,BTN,1971,NA
2255,NY.GDP.MKTP.CD,Bolivia,BOL,1971,1095454545
2256,NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1971,NA
2257,NY.GDP.MKTP.CD,Botswana,BWA,1971,126957494.4
2258,NY.GDP.MKTP.CD,Brazil,BRA,1971,49204456700
2259,NY.GDP.MKTP.CD,British Virgin Islands,VGB,1971,NA
2260,NY.GDP.MKTP.CD,Brunei Darussalam,BRN,1971,197523179.2
2261,NY.GDP.MKTP.CD,Bulgaria,BGR,1971,NA
2262,NY.GDP.MKTP.CD,Burkina Faso,BFA,1971,482411279
2263,NY.GDP.MKTP.CD,Burundi,BDI,1971,252842285.7
2264,NY.GDP.MKTP.CD,Cabo Verde,CPV,1971,NA
2265,NY.GDP.MKTP.CD,Cambodia,KHM,1971,969911421.4
2266,NY.GDP.MKTP.CD,Cameroon,CMR,1971,1233991075
2267,NY.GDP.MKTP.CD,Canada,CAN,1971,99271961478
2268,NY.GDP.MKTP.CD,Chad,TCD,1971,501866730.7
2269,NY.GDP.MKTP.CD,Chile,CHL,1971,10884114754
2270,NY.GDP.MKTP.CD,China,CHN,1971,99800958648
2271,NY.GDP.MKTP.CD,Colombia,COL,1971,7820380971
2272,NY.GDP.MKTP.CD,Comoros,COM,1971,NA
2273,NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,1971,5594770359
2274,NY.GDP.MKTP.CD,"Congo, Rep.",COG,1971,322128019.3
2275,NY.GDP.MKTP.CD,Costa Rica,CRI,1971,1077152902
2276,NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,1971,1584128262
2277,NY.GDP.MKTP.CD,Croatia,HRV,1971,NA
2278,NY.GDP.MKTP.CD,Cuba,CUB,1971,6914658400
2279,NY.GDP.MKTP.CD,Curacao,CUW,1971,NA
2280,NY.GDP.MKTP.CD,Cyprus,CYP,1971,NA
2281,NY.GDP.MKTP.CD,Czech Republic,CZE,1971,NA
2282,NY.GDP.MKTP.CD,Denmark,DNK,1971,19085681968
2283,NY.GDP.MKTP.CD,Djibouti,DJI,1971,NA
2284,NY.GDP.MKTP.CD,Dominica,DMA,1971,NA
2285,NY.GDP.MKTP.CD,Dominican Republic,DOM,1971,1666400000
2286,NY.GDP.MKTP.CD,Ecuador,ECU,1971,2754220263
2287,NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1971,8266003571
2288,NY.GDP.MKTP.CD,El Salvador,SLV,1971,1186120000
2289,NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1971,64946954.76
2290,NY.GDP.MKTP.CD,Eritrea,ERI,1971,NA
2291,NY.GDP.MKTP.CD,Estonia,EST,1971,NA
2292,NY.GDP.MKTP.CD,Eswatini,SWZ,1971,136465324.4
2293,NY.GDP.MKTP.CD,Ethiopia,ETH,1971,NA
2294,NY.GDP.MKTP.CD,Fiji,FJI,1971,247749327.7
2295,NY.GDP.MKTP.CD,Finland,FIN,1971,12536710287
2296,NY.GDP.MKTP.CD,France,FRA,1971,1.66E+11
2297,NY.GDP.MKTP.CD,French Polynesia,PYF,1971,296613496.9
2298,NY.GDP.MKTP.CD,Gabon,GAB,1971,381687073.1
2299,NY.GDP.MKTP.CD,"Gambia, The",GMB,1971,55728608.97
2300,NY.GDP.MKTP.CD,Georgia,GEO,1971,NA
2301,NY.GDP.MKTP.CD,Germany,DEU,1971,2.49E+11
2302,NY.GDP.MKTP.CD,Ghana,GHA,1971,2417107708
2303,NY.GDP.MKTP.CD,Gibraltar,GIB,1971,NA
2304,NY.GDP.MKTP.CD,Greece,GRC,1971,14591755682
2305,NY.GDP.MKTP.CD,Greenland,GRL,1971,88570952.87
2306,NY.GDP.MKTP.CD,Grenada,GRD,1971,NA
2307,NY.GDP.MKTP.CD,Guatemala,GTM,1971,1984800000
2308,NY.GDP.MKTP.CD,Guinea,GIN,1971,NA
2309,NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1971,78540057.14
2310,NY.GDP.MKTP.CD,Guyana,GUY,1971,282050000
2311,NY.GDP.MKTP.CD,Haiti,HTI,1971,NA
2312,NY.GDP.MKTP.CD,Honduras,HND,1971,7.31E+08
2313,NY.GDP.MKTP.CD,Hungary,HUN,1971,NA
2314,NY.GDP.MKTP.CD,Iceland,ISL,1971,660321818.2
2315,NY.GDP.MKTP.CD,India,IND,1971,66452561866
2316,NY.GDP.MKTP.CD,Indonesia,IDN,1971,9333536360
2317,NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1971,13731801565
2318,NY.GDP.MKTP.CD,Iraq,IRQ,1971,3865346535
2319,NY.GDP.MKTP.CD,Ireland,IRL,1971,5104355500
2320,NY.GDP.MKTP.CD,Isle of Man,IMN,1971,NA
2321,NY.GDP.MKTP.CD,Israel,ISR,1971,6.71E+09
2322,NY.GDP.MKTP.CD,Italy,ITA,1971,1.24E+11
2323,NY.GDP.MKTP.CD,Jamaica,JAM,1971,1539865514
2324,NY.GDP.MKTP.CD,Japan,JPN,1971,2.40E+11
2325,NY.GDP.MKTP.CD,Jordan,JOR,1971,678241389
2326,NY.GDP.MKTP.CD,Kazakhstan,KAZ,1971,NA
2327,NY.GDP.MKTP.CD,Kenya,KEN,1971,1778391289
2328,NY.GDP.MKTP.CD,Kiribati,KIR,1971,15278632.48
2329,NY.GDP.MKTP.CD,"Korea, Dem. PeopleŠ—Ès Rep.",PRK,1971,NA
2330,NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1971,9889961112
2331,NY.GDP.MKTP.CD,Kuwait,KWT,1971,3880370402
2332,NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1971,NA
2333,NY.GDP.MKTP.CD,Lao PDR,LAO,1971,NA
